说话人,文本内容,source
许向东,我还信。,49
张虹,好好跟儿子说话，,49
张虹,走，我们回家。,49
许野,好嘞妈,49
许野,来老许啊，,49
许野,你能不能相信一位班长说的话呀，,49
许向东,班长嗯，,49
许向东,什么班长？,49
许野,我呀。,49
许向东,你大学当班长了，,49
许野,嗯！,49
许向东,净给我胡扯，,49
许向东,你什么样，,49
许向东,老子一清二楚，,49
许向东,你能弄上班长。,49
许野,哼不信你看。,49
张虹,老许，你看还真是啊，,49
许向东,你怎么当上的，,49
许向东,我也不知道啊，,49
许向东,这班长是大家投票选举的，,49
许向东,大家都投给我，,49
许向东,这不想当也得当啊。,49
张虹,哎儿子这新手机哪里来的呀？,49
许野,女朋友送的。,49
张虹,女朋友？,49
许野,妈，,50
许野,你俩这么严肃，,50
许野,干嘛呀？,50
张虹,才上大学，,50
张虹,没几天你就谈了女朋友，还哄着人家女孩子给你买手机，,50
张虹,我们老许家就没出过这种流氓。,50
许野,怎么可能我爸总跟我说，,50
许野,他年轻的时候，,50
许野,那三封情书就把你给拿下了，,50
许向东,你放你妈的狗屁。,50
许向东,我什么时候跟你说过这话说？,50
许向东,说你的事儿呢，别打岔。,50
许野,我们俩是正经恋爱。,50
张虹,儿子，女朋友叫什么名字？,50
许野,陈青青。,50
张虹,她家里是做什么的？,50
许野,他爸是银行行长，,50
许野,他妈是上市公司的总裁。,50
许向东,你净给老子胡扯你。你要是能让银行行长的女儿给你当女朋友，,50
许向东,以后你别叫我爹，,50
许向东,我叫你爹。,50
许野,哎爸这玩笑个不准开啊。,50
张虹,少嬉皮笑脸了，,50
张虹,快把照片发给妈。,50
许野,行，发过去了啊。,50
张虹,哎儿子这女孩真漂亮啊，,50
许野,那是！,50
张虹,她怎么能看上你呢？,50
许野,妈，,50
许野,你说什么呢？,50
张虹,儿子快快快再给妈发几张。,50
许野,行行行，,50
许野,给你两张，,50
许野,看看得了，,50
许野,你千万别发给别人啊，,50
许野,青青知道了，,50
许野,肯定会不高兴的啊。,50
张虹,好的好的，,50
许野,行了，,50
许野,没什么事儿，,50
许野,我先走了，,50
许野,青青妈喊我吃饭呢。,50
张虹,啊啊哦，去吧,50
江美琳,小许。,51
许野,阿姨好。,51
江美琳,你快进来吧。,51
江美琳,青青在房间里，,51
江美琳,你先去找她玩一会儿，,51
江美琳,一会儿再出来吃饭。,51
许野,谢谢阿姨，,51
江美琳,快去吧，,51
陈青青,进来吧。,51
许野,好香啊，,51
陈青青,你又胡说，哪有什么味道？,51
许野,青青，,51
许野,你妈对我越来越好了，,51
许野,她是不是把我当女婿了呀？,51
陈青青,刚说完，,51
陈青青,你又胡说，,51
陈青青,你又胡说，,51
陈青青,你又胡说是不是，你又胡说是不是，哈哈哈哈。,51
陈寒松,美琳，青青呢，,51
陈寒松,她终于回来了，,51
江美琳,你来得正好，他们在房间里，快叫他们吃饭。,51
陈寒松,他们？,51
江美琳,对啊，他们。,51
陈寒松,许野啊？,51
陈青青,让你胡说，,52
陈青青,别胡说，,52
陈青青,你又挠我。,52
陈青青,你耍流氓，,52
许野,你在上面到底是谁耍流氓，,52
陈青青,裤子里有什么东西啊？,52
陈青青,顶到我了。,52
许野,还不都是因为你造成的,52
陈青青,明明是你先挑的头啊。,52
许野,好好好，,52
许野,都是我，,52
许野,我负责。,52
陈寒松,青青，爸爸来了，出来吃饭！,52
陈青青,该去吃饭了。,52
许野,不行，,52
许野,我得缓一缓，,52
陈青青,你耍流氓。,52
江美琳,来小许多吃点菜，,52
许野,谢谢阿姨哇，,52
江美琳,都尝尝，尝尝我最拿手的糖醋里脊。,52
许野,这种糖醋里脊特别好吃，,52
许野,还有这个汤也特别鲜，,52
许野,红烧肉也不腻的，,52
江美琳,好吃就多吃点以后呀，,52
江美琳,欢迎你常来。,52
许野,一定常来，阿姨。,52
陈寒松,凭什么我一个人来的时候，,52
陈寒松,吃的是土豆丝炒姜丝，,52
陈寒松,他来了就吃这么好。,52
江美琳,干嘛，不吃就滚一边去。,52
江美琳,来多吃点儿。,52
江美琳,哎，,52
江美琳,青青，,52
江美琳,你怎么不吃肉呀，,52
江美琳,多吃一点儿尝尝红烧肉。,52
陈寒松,你跟我来一下，,53
陈寒松,我有事儿跟你聊。,53
许野,放心吧，,53
许野,没事哈。,53
陈寒松,你对付女人那一套在我这儿是没有用的。,53
陈寒松,你想都别想跟我女儿在一起，,53
陈寒松,我女儿不是你能高攀得起的。,53
许野,陈叔叔，,53
许野,这件事情您说的好像不算吧，,53
许野,江阿姨很支持我和青青在一起啊。,53
陈寒松,她是被你糊弄了。,53
陈寒松,我知道你看上青青就是看上了他的钱，,53
陈寒松,我们做笔交易吧，,53
陈寒松,我给你一笔钱，,53
陈寒松,跟我女儿分手怎么样，,53
许野,多少钱啊？,53
陈寒松,一百万,53
陈寒松,小子，我警告你,53
陈寒松,别太贪心了。,53
陈寒松,陈叔叔，,53
陈寒松,我给您一千万，,53
陈寒松,你以后能不能不要再管我和青青之间的事情了，,53
陈寒松,一千万你拿得出来吗？,53
陈寒松,嗯？,54
陈寒松,这么多钱啊，,54
陈寒松,你哪儿来的？,54
许野,当然是挣来的，,54
陈寒松,不可能你一个大学生凭什么挣这么多钱？,54
许野,在我上大学的第一个月，,54
许野,我就在学校开了一家水果店，,54
许野,收益还不错。,54
许野,后续我又开了一家公司，,54
许野,参与了一些投资，,54
许野,将挣的钱全部投入到股市。,54
许野,陈叔叔，您是银行的行长，,54
许野,您应该知道，,54
许野,从暑假开始，,54
许野, a 股的股市一直在涨，,54
许野,我还挺幸运的，,54
许野,买的股票都涨停了。,54
陈寒松,一个十八九岁的大学生开水果店开公司，又炒股，,54
陈寒松,不到半年就赚了一千多万。,54
陈寒松,这可能吗？,54
许野,陈叔叔，,54
许野,我知道你一直看不起我，,54
许野,但是说不定在未来的某一天，,54
许野,当我出现在银行门口，,54
许野,您看到我的时候也会点头哈腰得迎接我进去的，,54
许野,要不我们打个赌？,54
陈寒松,赌什么？,54
许野,如果在一年之内我能赚够一个亿的话，,54
许野,您答应我一件事情，,54
许野,反之，,54
许野,我答应您一件事情，,54
陈寒松,什么事儿？,54
许野,我现在还没想好，,54
许野,到时候再说吧，,54
许野,我先走了，,54
江美琳,你刚才又跟小许说什么了，,55
江美琳,小许刚才一出来就说有事情回家了，,55
陈寒松,你知道许野现在有多少钱吗？,55
江美琳,我不知道,55
陈寒松,他不到半年时间就挣了一千多万，,55
陈寒松,之前啊确实是我小看他了，,55
陈寒松,也看错他了。,55
江美琳,哼，那你现在是不反对青青和他交往了？,55
陈寒松,这一个毫无背景的普通大学生，这短短不到半年的时间就挣了一千多万。,55
陈寒松,这说给别人听啊，,55
陈寒松,那都不是简简单单的优秀了，,55
陈寒松,这得叫人中龙凤啊。,55
江美琳,我也一直觉得小许这个孩子不简单，,55
江美琳,他才刚上大学，,55
江美琳,就有一大堆女生要加他呢！,55
陈寒松,一大堆女生啊？这小子在学校也这么吃香啊，,55
陈寒松,他该不会做出对不起青青的事儿吧。,55
陈寒松,像他这样的年轻人又取得这么高的成就，,55
陈寒松,那肯定抵挡不住外边的诱惑呀。,55
江美琳,哼，你以为小许跟你一样啊？,55
陈寒松,我我只是忙于工作，,55
陈寒松,从不在外面沾花惹草,55
江美琳,不行，,55
江美琳,许野这太优秀了，,55
江美琳,得叫青青把她看紧点。,55
陈寒松,青青在外边呢嗯，我得找青青好好聊聊。,55
陈寒松,青青啊，,56
陈寒松,爸爸想跟你聊一下，,56
陈寒松,你跟许野的事儿。,56
陈寒松,你跟许野的事儿，,56
陈寒松,爸爸以后再不管了，,56
陈寒松,你从小到大都是个聪明的孩子，,56
陈寒松,爸爸相信你会有自己的判断。,56
陈寒松,我只是说不管了啊，,56
陈寒松,没答应你们在一起啊。,56
陈寒松,学校放假了，,56
陈寒松,就早点回来，,56
陈寒松,我和你妈商量了，,56
陈寒松,今年过年看能不能吃个团圆饭，,56
陈寒松,你在学校啊，,56
陈寒松,没事，也得回回爸爸的消息啊，,56
陈寒松,要不然爸爸总会担心你的。,56
陈寒松,好了好了，,56
陈寒松,别哭了啊。,56
许野,你爸，,56
许野,他走了，,56
许野,呐，把眼泪擦干净，,56
许野,我可以假装没看见。,56
陈青青,可是你已经看见了。,56
陈青青,可是你已经看见了，,57
许野,我都说了是假装没看见嘛。,57
许野,你爸都跟你聊什么了呀？,57
陈青青,不告诉你。,57
许野,你知道你爸跟我说什么了吗？,57
陈青青,你跟他聊了什么？,57
许野,你爸他说让我当你男朋友。,57
陈青青,许野你混蛋，我才不要当你女朋友。,57
许野,哎，,57
许野,你现在可迟了，,57
许野,这你爸妈，,57
许野,我爸妈，现在全天下人都知道咱们在谈恋爱了，,57
许野,你现在想后悔来不及了。,57
陈青青,那我不管。,57
许野,不管，由不得你。,57
陈青青,许野，住手，住手。,57
许野,青青能答应我一件事情吗？,57
陈青青,什么事儿，,57
许野,以后你不开心了。,57
许野,第一时间给我打电话。,57
陈青青,为什么？,57
许野,因为我就能以最快的速度出现在你面前，,57
许野,哄你开心。,57
陈青青,我才不好哄呢。,57
许野,我办法可多着呢，,57
陈青青,那是不是别的女孩不开心了，,57
陈青青,你也会这么哄她们，,57
许野,当然不会了。,57
许野,我只想让陈青青一个人开心，,57
许野,这全世界，,57
许野,我只想对陈青青一个人好。,57
许野,陈青青。,57
许野,陈青青。,57
许野,陈青青。,57
许野,陈青青青青青青青青。,57
许野,行了，,58
许野,你们都别送了，,58
许野,一会儿有车接我们去车站，,58
许向东,儿子没人送，,58
许向东,就自己去吧。,58
张虹,爱你。,58
许野,爱你给你准备了礼物就放床头了。,58
许向东,行了行了，马屁精。,58
许野,老许啊，也给你准备礼物了。,58
许向东,好儿子有空记得给家里打电话啊，,58
许野,走了爸，,58
许野,走了妈。,58
许野,拜拜回去吧。,58
许向东,这小子不会真被包养了吧，,58
张虹,说什么呢？,58
许向东,我这是对他的认可，,58
许向东,你不懂哎，,58
张虹,孩子收的礼物在哪儿呢？,58
张虹,你看，哎呦。,58
许向东,我说什么来着，,58
许向东,是不是被包养了？,58
秦志伟,许野，,58
秦志伟,你真的要做大学无人售货机吗？,58
秦志伟,这个投资可不小，,58
许野,投资的收益也会大。,58
许野,这个学校只是个开始，,58
许野,我会在全国的各所高校都会布置无人售货机，,58
许野,无人售货机，,58
许野,可是稳赚不赔的买卖。,58
许野,这个时间布置全国高校，,58
许野,到时候躺着都能收钱。,58
秦志伟,那咱们为什么不直接去后勤部找姜主任？,58
许野,有一些事情在学校内谈不太方便。,58
秦志伟,江主任？,58
许野,江校花怎么和江主任，在一起都姓江，,58
许野,他们不会有什么亲戚关系吧嗯。,58
许野,江大校花，,59
许野,你和学校后勤主任是什么关系？,59
江薇,他是我叔叔，,59
江薇,你怎么知道他跟我有关系啊？,59
江平,好，,59
江平,你先回吧。,59
许野,明天食堂见个面有点事情，,59
许野,找你聊下，,59
江薇,他怎么会找我有事情,59
江薇,你尝尝不错吧。,59
许野,江大校花，,59
许野,现在咱们聊聊吧，,59
江薇,在吃饭没空,59
许野,先吃吧，吃完再聊，,59
江薇,随你。,59
NPC,这是谁啊？,59
NPC,凭什么坐在江娜小花面前，太勇了吧，,59
NPC,江大小姐可不是这样的人，,59
NPC,等着看好戏吧，,59
NPC,不是凭什么呀？,59
NPC,你们连许野都不认识啊，,59
NPC,他在我们学校论坛可出了名的，,59
NPC,没想到跟校花谈恋爱了,59
NPC,我赶紧发到网上去走吧。,59
江薇,说吧，,59
江薇,什么事情。,59
江薇,说吧什么事情。,60
许野,那我就开门见山了，,60
许野,我要找你叔叔请教些问题，,60
许野,需要你引荐一下，要求你可以随便提，,60
许野,只要不是太过分,60
江薇,你找我叔叔什么事情，,60
许野,我想要做学校无人售货机。,60
许野,这个事情一般都是学校和后勤部负责的。,60
江薇,我可以帮你。,60
江薇,但是我有个条件。,60
许野,什么条件？,60
江薇,我要入股。,60
许野,啥？,60
江薇,你不是已经创建公司了吗？,60
江薇,我也要入股你的公司，,60
许野,那你有钱吗？,60
江薇,如果我出一百万呢，,60
江薇,能占多少股份，,60
许野,这个学校无人售货期的话，,60
许野,能占百分之二十五。,60
江薇,行，那就这么说定了，,60
江薇,明天带你回家见我叔叔。,60
江薇,好嘞，,60
许野,那我先回去了。,60
江薇,把我妈留给我的钱转给我。,60
江平妻子,哎谁呀？,61
江平妻子,你去看一下。,61
江薇,阿姨,61
江平妻子,薇薇来了，吃饭了没？快进屋。,61
江平妻子,他是你男朋友，,61
江薇,不是，就只是朋友。,61
江平,薇薇，你这是？,61
江薇,叔叔，他是许野，金融系大一的新生。,61
江薇,这次来是有事情，,61
江薇,想要找您请教一下的哦，,61
江平妻子,来坐坐坐。,61
江平妻子,来坐坐坐，,61
江平妻子,你们找我什么事儿？,61
许野,江主任您好，,61
许野,我是金融系大一新生，,61
许野,我叫许野。,61
许野,我们现在有一个在校大学生创业的服务叫无人机售后服务，,61
许野,它呢可以进行线上支付，,61
许野,购买任何的商品，,61
许野,非常的方便简洁。,61
许野,您可以先看一下，,61
江平妻子,你真是金融系大一的新生？,61
江平妻子,对，这事儿你们应该找我。,61
江平妻子,不过这事情啊可没有你们想象的这么简单。,61
江平妻子,哎呀，,61
江薇,叔叔，,61
江薇,许野是我的朋友，,61
江薇,这件事情你就帮帮他嘛，,61
江平,果然是这样，薇薇如果跟他真的没关系，,61
江平,怎么会帮他，,61
江平,你跟我进来一下。,61
江平,薇薇啊，,62
江平,你跟叔叔说实话，,62
江平,你跟这个许野到底什么关系？,62
江平,哎呀，,62
江薇,叔叔真的就只是朋友，,62
江平,不可能，只是朋友，,62
江平,你不会把他带家里。,62
江薇,我们除了是朋友还是合作伙伴。,62
江薇,叔叔，许野刚刚说的项目真的能赚钱吗？,62
江平,你这个朋友啊真是个天才，,62
江平,大一就有如此敏锐的嗅觉，,62
江平,以后前途不可限量啊！,62
江平,这么优秀的朋友，,62
江平,真的只会是普通朋友吗？,62
江平,我出去再跟他聊聊，,62
江平,坐坐坐，,62
江平,我知道你要干什么。,62
江平,这大院校的后勤部负责人我都认识，,62
江平,我也可以把他们都介绍给你。,62
江平,不过我这可是看在薇薇的面子上才帮你的，,62
许野,我懂你的意思。,62
许野,微微以后一定是我最坚实的合作伙伴，,62
江平,咱们再推演一下。,62
许野,好，,62
许野,我们这个项目啊它是非常超前的。,62
许野,还是大学主任厉害呀，,62
许野,你叔叔的水准就是高，有他帮忙，,62
许野,咱们这事儿就简单多了。,62
江薇,那你打算怎么谢我？,62
许野,谢你？,62
许野,对啊，,62
江薇,这事儿要是没有我，,62
江薇,你一个人能说成吗？,62
许野,咱们现在是合伙人，,62
许野,你帮我不就是他帮你自己吗？,62
许野,况且咱们还有很多事情要做，,62
许野,接下来就是创建一个商贸集团。,62
江薇,我可以当咱们公司的财务负责人，,62
江薇,我们学校的王牌专业就是金融和会计，,62
江薇,我大一的时候就已经是年级第一了，,62
江薇,会计证我也考下了。,62
许野,江大校花儿厉害呀！,62
江薇,那就祝我们创业顺利，,62
江薇,合作愉快。,62
许野,合作愉快。,62
NPC,薇薇，你怎么还不进去啊？,63
江薇,我在等人,63
NPC,那我先进去了。,63
许野,江薇,63
许野,哎呀，,63
许野,不好意思，,63
许野,班主任找我有点事儿来晚了，,63
NPC,真是他呀。,63
NPC,论坛里都说许野是薇薇男朋友，,63
NPC,薇薇不会真谈恋爱了吧，,63
江薇,进去再说吧。,63
江薇,许野，卡号发我,63
江薇,我给你打过去哦，,63
许野,发你了，,63
许野,来，,63
许野,你先看一下啊。,63
刘倩,许野，,63
刘倩,这个渣男，不是有女朋友吗？,63
刘倩,还和校花牵扯不清，,63
刘倩,他这是脚踏两条船呀，,63
顾梦瑶,居然真的跟秦志伟说的一样，,63
顾梦瑶,他又当了班长，,63
顾梦瑶,还开了水果店，,63
顾梦瑶,他凭什么离开我，,63
顾梦瑶,能过得这么好？,63
刘倩,梦瑶，,63
刘倩,咱们走吧。,63
刘倩,许野，,63
刘倩,他虽然有钱，,63
刘倩,可他是个渣男啊，,63
顾梦瑶,我这次来许野学校，,63
顾梦瑶,为的就是挽回我们之间的感情，,63
刘倩,挽回感情？,63
顾梦瑶,我和许野才是最合适的。,63
顾梦瑶,他先前追了我三年，,63
顾梦瑶,心里肯定是有我的，,63
顾梦瑶,只是被一些小三插手进来。,63
顾梦瑶,我现在也想明白了，,63
顾梦瑶,我心里喜欢的就是许野，,63
顾梦瑶,我要去接受他的心意。,63
刘倩,可是他有女朋友，还是两个！,63
刘倩,很快，他一个女朋友都不会有。,63
江薇,许野，,64
江薇,我给你打了一百万，,64
江薇,才只能占到百分之二十五。,64
江薇,你真的有三百万吗？,64
许野,放心吧，,64
许野,骗不了你。,64
江薇,我叔叔说，,64
江薇,你就是普通家庭，,64
江薇,这些钱都是你赚的？,64
江薇,当然了，,64
许野,我可是金融天才，只要给我足够的资金，,64
许野,巴菲特也没有我能挣钱。,64
江薇,许野，我想和你一起赚钱。,64
许野,我们不是就在一起赚钱吗？,64
江薇,我是说除了这个项目之外，,64
江薇,我也要和你一起挣钱，,64
江薇,可以啊，,64
许野,合作愉快。,64
江薇,合作愉快。,64
秦志伟,许野，,64
秦志伟,你说这个自动售货机真挣钱啊，,64
秦志伟,我兄弟们也开始赚钱了，,64
杨飞,这以后可得叫许总了。,64
杨飞,你可是许总的好兄弟，,64
杨飞,这以后的好处可少不了你的。,64
许野,只要把这个铺开，,64
许野,就离我的小目标前进了一大步。,64
江薇,许野，许野,64
江薇,我们是不是挣了好多钱？,64
江薇,我看到咱们的无人收货机前面有好多人排队。,64
许野,淡定，,65
许野,这还只是个开始，以后会挣更多的钱的。,65
许野,不过我们需要尽快把场地全部铺开，,65
江薇,你是不是能看到后台，,65
江薇,我也要看,65
许野,没问题啊，不过这是公司机密，,65
许野,可不能泄露啊。,65
江薇,我明白。,65
许野,你看。,65
江薇,哦是这样，,65
秦志伟,这小子到底是怎么回事，,65
秦志伟,不是已经有女朋友了吗？,65
秦志伟,不会脚踏两只船吧。,65
张信舟,你好，,65
张信舟,欢迎光临。,65
江美琳,你好，,65
江美琳,我找一下许野。,65
许野,江阿姨！,65
许野,给大家介绍一下，这位是青青的妈妈，,65
许野,我未来的丈娘啊。,65
江美琳,你们好，,65
江美琳,你也是xuye的同学吧。,65
江美琳,真漂亮，,65
许野,这位是姜薇，,65
许野,我们一起合伙开商贸公司，,65
许野,而且还在做无人售货机项目。,65
江薇,阿姨，,65
江薇,你真年轻，,65
江美琳,才刚刚大一，赚了一千万不说，,65
江美琳,还开了商贸公司，,65
江美琳,难怪就连这么漂亮的女生都围在他身边，,65
江美琳,青青那个傻丫头都不知道这件事儿吧。,65
江美琳,我姓江，,66
江美琳,你也姓江，,66
江美琳,看来我们很有缘分。,66
江薇,是啊，,66
江美琳,小许，,66
江美琳,我这次来的仓促，,66
江美琳,正好公司在附近开个会，,66
江美琳,想着顺便过来看看，,66
江美琳,然后再一起去找青青。,66
江美琳,你要不要跟我一起去找青青啊？,66
许野,那当然了，,66
许野,正好蹭您的车过去。,66
江美琳,走吧。,66
许野,你们先忙啊，,66
江美琳,看来你在大学也是风云人物呀，,66
江美琳,都做了这么多的生意，,66
许野,这不是为了挣钱吗？,66
江美琳,可往往事业会占据更多时间，,66
江美琳,这样的话，你就没时间陪家里人了。,66
许野,所以我创业了呀，,66
许野,我自己当老板，,66
许野,我想几点上班，,66
许野,就几点上班。,66
许野,青青！,66
陈青青,你怎么突然就来了，,66
陈青青,我刚还在洗头呢，,66
陈青青,头发都没吹干。,66
许野,怪我来的太快了呗。,66
陈青青,现在几点了？,66
陈青青,这个时间我们刚好可以去吃饭。,66
陈青青,这一周我和若蔚发现了一家可好吃的汤面店，,66
许野,你这头发要不要先吹干啊，,66
陈青青,不用一会儿风就吹干了。,66
陈青青,哎呀，,66
陈青青,快走吧，,66
陈青青,我都饿了，,66
许野,其实我今天不是一个人来的啊，,66
陈青青,什么意思啊？,66
江美琳,这还是我女儿吗？,66
江美琳,青青。,66
陈青青,妈。,66
陈青青,妈，,67
陈青青,你怎么来了？,67
江美琳,妈妈过来出差，,67
江美琳,顺便来看看你，,67
江美琳,你和小许准备去哪儿啊？,67
许野,呃，,67
许野,青青说，,67
许野,发现了一家非常好吃的汤面店，,67
许野,准备带我们一起去吃呢。,67
江美琳,那上车吧，,67
江美琳,我们一起过去。,67
许野,哎。,67
许野,好。,67
许野,你可不能怪我，是你妈,67
许野,不让我告诉你的，,67
许野,我总不能不听她的话吧。,67
江美琳,天气快降温了，,67
江美琳,天冷了，,67
江美琳,洗完头发一定记得要吹干啊。,67
江美琳,今晚吃完饭就别回去了，,67
江美琳,跟妈妈一起住酒店，,67
江美琳,妈妈再帮你开一间。,67
陈青青,嗯。,67
许野,青青啊，刚刚那家汤面还真不错，,67
许野,还得是你呀，,67
许野,这么会找。,67
陈青青,那必须的，我可是找了好久，,67
陈青青,一开学就去了。,67
江美琳,小许，,67
江美琳,今天辛苦了，,67
江美琳,早点回去休息吧。,67
江美琳,青青，来妈妈房间，,67
江美琳,我有事跟你说。,67
江美琳,青青，,67
江美琳,我下午去了趟小许的学校，,67
江美琳,你知道他的水果店叫什么名字吗？,67
陈青青,我知道啊。,67
江美琳,除了水果店之外，,67
江美琳,他还做起了无人售货机的生意。,67
陈青青,我也知道啊。,67
江美琳,那你知不知道，小许的合伙人里面有一个很漂亮的姑娘？,67
江美琳,你放心吧，,68
江美琳,我都替你打探好了，,68
江美琳,他们确实只是普通朋友的关系。,68
江美琳,而且这个姑娘知道你和小许在谈朋友。,68
陈青青,什么谈朋友，,68
陈青青,没有。,68
江美琳,你们还没确定关系啊？,68
陈青青,没有。,68
江美琳,那我就不知道了。,68
江美琳,反正所有人都知道小许有个女朋友，,68
江美琳,而且就是你她的手机屏保上都是你的照片。,68
陈青青,我还没有同意，,68
陈青青,他就到处乱说。,68
江美琳,反正妈妈是不会阻止你谈恋爱的，,68
江美琳,而且我会支持你做任何想做的事情。,68
江美琳,不过你千万不能仗着别人喜欢你，,68
江美琳,就觉得他对你的好是理所当然，,68
江美琳,不管是友情还是爱情，,68
江美琳,都需要两个人共同经营。,68
陈青青,知道了。,68
陈青青,他是不是真的跟所有人都说我是他的女朋友？,68
陈青青,开门，你是不是跟别人说我是你女朋友？,68
陈青青,你是不是跟别人说我是你女朋友？,69
许野,对呀。,69
陈青青,你不要脸。,69
许野,你又不是不知道我们学校，,69
许野,那是男生少女生多。,69
许野,我开学第一天就有人看上我，,69
许野,我要不说我有女朋友，,69
许野,那追我的女生能排到法国。,69
陈青青,那你就胡说八道，,69
陈青青,我还没有答应你。,69
许野,对对对，,69
许野,我胡说八道，,69
许野,那你什么时候答应我？,69
陈青青,我也不知道。,69
许野,梳妆台有吹风机，要不要先把头发吹了？,69
陈青青,嗯。,69
许野,哎，来，我帮你，我可是专业的。,69
许野,刚好。,69
江美琳,不行，明天就要离开魔都了，,69
江美琳,有些话还是要交代一下许野。,69
江美琳,许野，开下门。,69
陈青青,怎么办？,70
陈青青,呃。,70
许野,要不你先去卫生间里躲一下？,70
许野,我去应付一下。,70
许野,你妈应该在我这儿待不了多久。,70
许野,哎，,70
许野,阿姨，你找我？,70
江美琳,明天一大早，,70
江美琳,我就要去公司里忙事情。,70
江美琳,离开之前我会给这间房续费，,70
江美琳,明天早上你帮我跟青青解释一下啊。,70
许野,没问题。,70
江美琳,青青是不是在你房间啊？,70
许野,啊，对。,70
江美琳,你的房间里全是我女儿身上的味道，,70
江美琳,我一进来就闻到她身上常用的洗发水的香味。,70
许野,呃，,70
许野,我们就，我们只是聊聊天，,70
许野,怕你误会，,70
许野,所以她躲卫生间里去了，,70
许野,我们什么都没有做啊。,70
江美琳,别睡太晚。,70
江美琳,女孩子熬夜对各方面有很大影响哦。,70
陈青青,你干什么？,70
许野,我不爽，,70
许野,明明咱们什么都没有做，,70
许野,就像被抓包了一样。,70
许野,要是现在不做点什么，,70
许野,那我岂不是亏了？,70
陈青青,那你要做什么？,71
陈青青,晚安。,71
陈青青,无耻流氓，大坏蛋。,71
陈青青,嗯。,71
许野,好了，,71
许野,我先回去了啊，,71
许野,下周我有点事情，,71
许野,可能就不能来找你了。,71
陈青青,好吧，,71
陈青青,下周我也有事情。,71
许野,那我先走了。,71
江美琳,你知不知道小许的合伙人里面有一个很漂亮的姑娘，,71
江美琳,不管是友情还是爱情，,71
江美琳,都需要两个人共同经营。,71
陈青青,我可以去找你啊，,71
陈青青,我又不是路痴，,71
陈青青,可以自己过去的。,71
江薇,许野，我们现在已经在二十三所高校扩招了五人售货机，,72
江薇,其中每所高校每天纯利润都有一万多，,72
江薇,我们现在一天就能赚二十三万，,72
江薇,而且这销售额还在提升。,72
许野,这也多亏了各大高校的代理。,72
许野,只要咱们坚持过这个月，,72
许野,就能在各大高校站稳了。,72
npc,我这是在做梦吗？,72
npc,你这发小也强到没边了，,72
秦志伟,一天赚二十三万，许野，,72
秦志伟,你这一天的收入比我家全年的收入都高啊。,72
许野,志伟，,72
许野,你现在是其他高校的总代理了，,72
许野,一会儿你去财务支一笔钱给所有代理发奖金，,72
许野,然后告诉他们，,72
许野,只要好好干，奖金少不了。,72
秦志伟,好！,72
许野,需要给你支一笔钱吗？,72
江薇,不需要。这笔钱，投入,72
江薇,其他高校吧，,72
江薇,我们多赚点。,72
许野,看不出来啊，,72
许野,你还挺喜欢赚钱的。,72
江薇,那当然，赚钱才是最重要的。恋爱，狗都不谈。,72
许野,多亏了江主任的关系，自动售货机才能扩张的这么快，,72
许野,只是他一个主任居然人脉这么好。,72
npc,许总，,72
npc,后勤部的江主任有事找您。,72
许野,好，我这就过去，,72
许野,你们继续。,72
许野,江主任，哎，,73
许野,不好意思啊，,73
许野,你们先聊，我先走了。,73
npc,不用走了，,73
npc,就是来找你的。,73
npc,哎，,73
npc,来来来来来坐。,73
江潮,你好，,73
江潮,我是江薇的父亲。,73
许野,你好。,73
江潮,请坐。,73
许野,江叔叔，您找我有什么事儿吗？,73
江潮,江薇有跟你提起过我吗？,73
江潮,她是怎么说的？,73
许野,她跟我说的也不多，,73
许野,但我能感觉到她挺恨你的。,73
江潮,我确实亏欠了她很多，,73
江潮,但我一直都很爱她。,73
江潮,跟她的妈妈，咱们之间。,73
许野,我知道你今天找我肯定有事儿，,73
许野,你可以直接说，不用兜圈子的。,73
江潮,我知道你是小薇的合伙人，,73
江潮,你们的无人售货机项目，,73
江潮,现在已经被别人盯上了，,73
江潮,马上将要迎来巨大的竞争。,73
江潮,所以你们铺货的速度还得再加快一点。,73
许野,我们也想加快速度，,73
许野,主要是没什么背景。,73
江潮,不瞒你说啊，,73
江潮,我是复大经济学院的院长，,73
江潮,你可以在官网上查到我的资料。,73
江潮,呃，,73
江潮,你可以把你想要优先铺货的学校名单给我一份。,73
江潮,我自认，,73
江潮,还有一些人脉，可以帮你联系一下。,73
许野,多谢江叔叔。,73
江潮,不用谢，,73
江潮,我做这些都是为了我的女儿。,73
江潮,我知道你对投资很感兴趣。,73
江潮,如果需要的话，,73
江潮,我可以帮你多介绍一些这方面的资源。,73
许野,江叔叔，,73
许野,你放心吧，,73
许野,我肯定不会让江薇吃亏的，,73
许野,我会尽全力缓和你们的误会。,73
江潮,那真是太感谢了。,73
陈青青,陈青青，,74
陈青青,你真是个大笨蛋，,74
陈青青,连公交车都不会坐，,74
陈青青,还说你自己不是个路痴。,74
npc,嘿嘿嘿嘿美女美女。,74
陈青青,你别过来！,74
许野,诶，青青。,74
陈青青,许野，我好害怕，你来接我好不好？,74
许野,现在在哪？,74
许野,等我，,74
许野,我马上到。,74
陈青青,许野，你怎么才来啊？,74
许野,青青，,74
许野,你没事吧？,74
陈青青,我今天六点半就起床了，,74
陈青青,我，我想给你个惊喜来着，,74
