原始行号,说话人,文本内容,source,BERTopic主题ID_Erlangshen,事件ID_Hybrid_V5,是否为新事件开始_Hybrid_V5
969,陈寒松,不是你,28,0,122,FALSE
970,陈寒松,你,28,0,122,FALSE
971,陈寒松,我,28,0,122,FALSE
972,江美琳,陈行长,28,-1,123,TRUE
973,江美琳,请注意你的言词。,28,-1,123,FALSE
974,江美琳,这里是我家，,28,0,123,FALSE
975,江美琳,不是你的银行要发脾气，,28,0,123,FALSE
976,江美琳,请你离开,28,0,123,FALSE
977,陈寒松,你,28,3,123,FALSE
978,江美琳,我懒得跟你多说。,28,1,124,TRUE
979,江美琳,哼，,28,4,124,FALSE
980,陈青青,妈我我回来了，,28,0,124,FALSE
981,江美琳,回来了，,28,-1,124,FALSE
982,许野,阿姨好，叔叔好，那个我先回去吧，,28,-1,125,TRUE
983,江美琳,回去干什么呀？,28,0,125,FALSE
984,江美琳,汤我都煲好了，,28,0,125,FALSE
985,江美琳,留下来一起吃饭吧，,28,0,125,FALSE
986,陈寒松,吃什么吃啊，,28,-1,125,FALSE
987,陈寒松,没饭！,28,-1,125,FALSE
988,许野,这不好意思吧。,28,1,126,TRUE
989,江美琳,哎，,28,0,126,FALSE
990,江美琳,菜，我都已经烧好了，,28,0,126,FALSE
991,江美琳,我现在去盛汤，,28,0,126,FALSE
992,江美琳,你们先坐啊，,28,0,126,FALSE
993,许野,谢谢阿姨，,28,0,127,TRUE
994,许野,青青，你们家卫生间在哪儿？,28,0,127,FALSE
995,许野,我想洗下手，,28,0,127,FALSE
996,陈青青,我带你去哎。,28,0,127,FALSE
997,陈寒松,这怎么才过去一个暑假，家里就进了贼了呢？,29,-1,127,FALSE
998,许野,哎，,29,-1,127,FALSE
999,许野,你爸看我的眼神儿有杀气，,29,-1,127,FALSE
1000,陈青青,怎么怕了？,29,0,127,FALSE
1001,许野,我怕什么怕呀，,29,-1,127,FALSE
1002,许野,妈喜欢我就够了。,29,-1,127,FALSE
1003,陈青青,笨猪,29,6,127,FALSE
1004,江美琳,快过来坐。,29,-1,128,TRUE
1005,江美琳,你们去那儿坐吧，,29,-1,128,FALSE
1006,许野,妈妈，,29,0,128,FALSE
1007,江美琳,谢谢青青,29,5,129,TRUE
1008,陈寒松,毕竟是亲生女儿，,29,-1,129,FALSE
1009,陈寒松,谢谢青,29,-1,129,FALSE
1010,许野,谢谢。,29,1,129,FALSE
1011,陈寒松,嗯，,29,4,129,FALSE
1012,江美琳,来小许,29,0,129,FALSE
1013,江美琳,多吃点菜，,29,0,129,FALSE
1014,许野,谢谢阿姨。,29,1,129,FALSE
1015,江美琳,本来今天我只煮了三个人的菜，,29,1,130,TRUE
1016,江美琳,多了一个人，,29,1,130,FALSE
1017,江美琳,我还担心你吃不饱呢。,29,1,130,FALSE
1018,许野,没事，,29,0,130,FALSE
1019,许野,阿姨够吃的吃的吧，,29,0,130,FALSE
1020,江美琳,来多喝点汤，,29,1,130,FALSE
1021,江美琳,补充补充营养，,29,1,130,FALSE
1022,许野,谢谢阿姨。,29,1,130,FALSE
1023,陈寒松,青青啊，,30,0,131,TRUE
1024,陈寒松,我跟你妈已经商量好了，,30,0,131,FALSE
1025,陈寒松,后天，爸爸送你去学校，,30,0,131,FALSE
1026,陈寒松,我已经安排好了时间，,30,0,131,FALSE
1027,陈寒松,咱们后天一早就过去，,30,0,131,FALSE
1028,陈青青,不用我自己可以。,30,1,131,FALSE
1029,陈寒松,哪有大一新生一个人自己去报道的,30,0,131,FALSE
1030,陈寒松,青青啊，别闹了这事儿就听爸爸啊，,30,0,131,FALSE
1031,许野,要不你跟我一起去魔都我可以,30,0,131,FALSE
1032,陈青青,好,30,3,131,FALSE
1033,江美琳,小许，你父母不陪你去吗？,30,0,132,TRUE
1034,许野,我让他们别去的就报个名而已，,30,0,132,FALSE
1035,许野,用不着这么兴师动众的呃，,30,0,132,FALSE
1036,许野,江阿姨也放心，,30,0,132,FALSE
1037,许野,我会先把青青送到学校，,30,0,132,FALSE
1038,许野,等她宿舍安顿好了，,30,0,132,FALSE
1039,许野,我再去我学校，,30,0,132,FALSE
1040,许野,叔叔阿姨，青青,30,0,132,FALSE
1041,许野,那我先走了。,30,0,132,FALSE
1042,江美琳,嗯，,30,1,132,FALSE
1043,江美琳,我送你，正好有些事儿，,30,1,132,FALSE
1044,江美琳,我再跟你聊聊。,30,1,132,FALSE
1045,许野,嗯，,30,4,132,FALSE
1046,江美琳,走吧，,30,9,132,FALSE
1047,陈青青,青青,30,6,132,FALSE
1048,陈寒松,你告诉我，,30,0,133,TRUE
1049,陈寒松,你这样做到底是故意气我，,30,0,133,FALSE
1050,陈寒松,还是真的喜欢上了许许野。,30,0,133,FALSE
1051,江美琳,青青从小到大就没什么朋友，,31,0,133,FALSE
1052,江美琳,你的出现对我来说，既有好处又有坏处，,31,0,133,FALSE
1053,江美琳,好处就是至少青青多了一个朋友，,31,0,133,FALSE
1054,江美琳,但坏处嘛，,31,0,133,FALSE
1055,江美琳,说实话，你很优秀，,31,0,133,FALSE
1056,江美琳,甚至有着超越同龄人的成熟。,31,0,133,FALSE
1057,江美琳,阿姨有时候也看不透你,31,0,133,FALSE
1058,许野,我知道阿姨你想说什么？,31,-1,134,TRUE
1059,许野,不过您放心，,31,-1,134,FALSE
1060,许野,我肯定不会欺负青青的,31,-1,134,FALSE
1061,江美琳,那你真的喜欢青青吗？你真的是她的男朋友,31,-1,134,FALSE
1062,许野,阿姨，我也不瞒你，,31,-1,135,TRUE
1063,许野,我和琴琴现在只是好朋友。,31,-1,135,FALSE
1064,许野,但是以后我真的就是她男朋友了，,31,0,135,FALSE
1065,江美琳,你很坦诚。,31,1,136,TRUE
1066,许野,其实我在和青青爸爸聊过之后，,31,0,136,FALSE
1067,许野,在和您聊过之后，,31,0,136,FALSE
1068,许野,我意识到，自己和青青的差距还挺大的。,31,0,136,FALSE
1069,许野,不过我想说我还年轻，,31,0,136,FALSE
1070,许野,未来还有无限的可能，,31,0,136,FALSE
1071,许野,我会等到我有能力，,31,0,136,FALSE
1072,许野,我有底气，,31,0,136,FALSE
1073,许野,我有自信和他谈恋爱的时候，才会去这样做。,31,0,136,FALSE
1074,江美琳,阿姨相信你,31,0,136,FALSE
1075,许野,阿姨好,31,-1,136,FALSE
1076,江美琳,路上小心点儿啊,31,1,137,TRUE
1077,江美琳,那青青就交给你了。,31,1,137,FALSE
1078,许野,阿姨，你放心,31,-1,137,FALSE
1079,许野,我会照顾好青青,31,-1,137,FALSE
1080,许野,走吧，,31,-1,137,FALSE
1081,江美琳,感觉这小伙子挺靠谱的。,31,1,137,FALSE
1082,许野,需要我和你一起上去吗？,32,0,138,TRUE
1083,许野,如果我和你一起上去的话，,32,-1,138,FALSE
1084,许野,你室友肯定会认为我是你男朋友。,32,-1,138,FALSE
1085,许野,我们先前呢只是为了瞒你父母。,32,0,138,FALSE
1086,许野,如果别人真以为你有男朋友的话，,32,-1,138,FALSE
1087,许野,那你大学期间可就没人追你了，,32,-1,138,FALSE
1088,陈青青,那我们要约法三章，,32,-1,139,TRUE
1089,许野,你说,32,-1,139,FALSE
1090,陈青青,第一，,32,-1,140,TRUE
1091,陈青青,你只有今天是我男朋友哦，,32,-1,140,FALSE
1092,陈青青,不对，,32,-1,140,FALSE
1093,陈青青,你是假装我男朋友。,32,-1,140,FALSE
1094,陈青青,第二，,32,-1,140,FALSE
1095,陈青青,等会儿上去，,32,-1,140,FALSE
1096,陈青青,你不许乱说话，,32,-1,140,FALSE
1097,陈青青,我不让你说话，,32,-1,140,FALSE
1098,陈青青,你就不许说话。,32,-1,140,FALSE
1099,许野,嗯。,32,7,140,FALSE
1100,陈青青,第三，,32,0,141,TRUE
1101,陈青青,我给你发消息，,32,0,141,FALSE
1102,陈青青,你必须得秒回，,32,0,141,FALSE
1103,陈青青,而且周末你得随叫随到，,32,0,141,FALSE
1104,许野,前两条我都没问题，,32,0,141,FALSE
1105,许野,发消息秒回我也可以，,32,0,141,FALSE
1106,许野,这周末随叫随到太过分了吧，,32,0,141,FALSE
1107,陈青青,你答应我妈,32,1,141,FALSE
1108,陈青青,你要照顾好我的，,32,1,141,FALSE
1109,许野,我尽量，我尽量，走吧。,32,-1,141,FALSE
1110,陈青青,这个,32,0,141,FALSE
1111,江钰,来了，,32,0,141,FALSE
1112,许野,你好，,32,5,141,FALSE
1113,江钰,若蔚，心怡，快快快来帅哥了，收拾一下,32,-1,141,FALSE
1114,江钰,帅哥请进,32,-1,141,FALSE
1115,江钰,帅哥，,33,-1,141,FALSE
1116,江钰,请进,33,-1,141,FALSE
1117,许野,三位美女，,33,0,141,FALSE
1118,许野,你们好，,33,0,141,FALSE
1119,许野,我是陈青青男朋友,33,0,141,FALSE
1120,许野,她性格比较内向，,33,0,141,FALSE
1121,许野,以后就麻烦你们多多照顾了。,33,0,141,FALSE
1122,章若蔚,你好，,33,-1,141,FALSE
1123,章若蔚,我叫江月,33,-1,141,FALSE
1124,陈青青,你好，我是陈青青。,33,-1,142,TRUE
1125,陈青青,你好，,33,5,142,FALSE
1126,章若蔚,我叫章若蔚，,33,-1,143,TRUE
1127,章若蔚,魔都本地人。,33,-1,143,FALSE
1128,章若蔚,你好，,33,5,143,FALSE
1129,沈心怡,我叫沈心怡。,33,-1,143,FALSE
1130,陈青青,你好，,33,5,143,FALSE
1131,许野,我叫许野，撒野的野,33,1,144,TRUE
1132,许野,会铺床吗？那我帮你。,33,1,144,FALSE
1133,许野,我给她铺一下床。,33,0,144,FALSE
1134,章若蔚,哎，,33,0,144,FALSE
1135,章若蔚,帅哥，,33,0,144,FALSE
1136,章若蔚,我见过爷爷奶奶，,33,0,144,FALSE
1137,章若蔚,送孩子上大学，,33,0,144,FALSE
1138,章若蔚,也见过爸爸妈妈送孩子上大学，,33,0,144,FALSE
1139,章若蔚,这男朋友送女朋友，,33,0,144,FALSE
1140,章若蔚,我还是第一次见啊，,33,0,144,FALSE
1141,章若蔚,你们俩应该谈的时间挺久了吧，,33,0,144,FALSE
1142,许野,这你都看出来了。,33,1,145,TRUE
1143,许野,哎，,33,0,145,FALSE
1144,许野,你长这么漂亮，应该没少谈吧。,33,0,145,FALSE
1145,章若蔚,是没少谈，,33,1,145,FALSE
1146,章若蔚,就是没有谈过你这么帅的。,33,1,145,FALSE
1147,许野,哎,33,0,145,FALSE
1148,许野,你怎么把他带过来？,33,0,145,FALSE
1149,陈青青,这个可能是我妈，,33,0,145,FALSE
1150,陈青青,她不小心塞进去了,33,0,145,FALSE
1151,许野,行，,33,-1,146,TRUE
1152,许野,我帮你放床头。,33,-1,146,FALSE
1153,许野,行。,33,-1,146,FALSE
1154,许野,行，差不多了，,33,-1,146,FALSE
1155,许野,咱们吃饭去吧。,33,-1,146,FALSE
1156,许野,我们先走了啊。,33,0,146,FALSE
1157,沈心怡,帅哥再见。,33,5,147,TRUE
1158,章若蔚,拜拜,33,3,147,FALSE
1159,江钰,上天也赐过我那么一个男朋友吧。,33,-1,148,TRUE
1160,江钰,我可太爱了,33,0,148,FALSE
1161,章若蔚,江钰矜持一点，,33,-1,148,FALSE
1162,章若蔚,外面听得见。,33,-1,148,FALSE
1163,许野,你那三个室友，人都还挺不错的，,34,0,148,FALSE
1164,许野,只要跟他们处好关系，,34,0,148,FALSE
1165,许野,你大学期间大概率不会有什么麻烦。,34,0,148,FALSE
1166,陈青青,嗯，,34,4,148,FALSE
1167,许野,只是其他同学，,34,1,149,TRUE
1168,许野,你得自己好好看了。,34,1,149,FALSE
1169,许野,但是要是有男同学找你的话，,34,-1,149,FALSE
1170,许野,你必须马上拒绝他们，,34,-1,149,FALSE
1171,许野,知道吗？,34,-1,149,FALSE
1172,陈青青,为什么？,34,8,149,FALSE
1173,许野,因为除了我男人没一个好东西，,34,0,150,TRUE
1174,许野,特别是搞艺术的，,34,0,150,FALSE
1175,许野,有一个算一个，,34,0,150,FALSE
1176,许野,那不是海王，,34,0,150,FALSE
1177,许野,就是人渣。,34,0,150,FALSE
1178,许野,知道怎么回去吗？,34,-1,150,FALSE
1179,陈青青,嗯，,34,1,150,FALSE
1180,陈青青,知道。,34,1,150,FALSE
1181,陈青青,你别忘了我们的约定哦。,34,-1,150,FALSE
1182,陈青青,放心吧，忘不了。,34,1,150,FALSE
1183,陈青青,快去吧。,34,1,150,FALSE
1184,陈青青,远离父母白手起家，,34,-1,150,FALSE
1185,陈青青,这天终于来了。,34,-1,150,FALSE
1186,陈青青,有了在股市中赚的百万企业资金，,34,0,150,FALSE
1187,陈青青,我一定会在这片土地上闯出自己的一片天地。,34,0,150,FALSE
1188,许野,各位，,35,-1,151,TRUE
1189,许野,我叫许野，,35,-1,151,FALSE
1190,许野,来自江口。,35,-1,151,FALSE
1191,许野,如果，我是说如果，我当上班长的话，,35,-1,151,FALSE
1192,许野,大学四年我罩着你们。,35,-1,151,FALSE
1193,许野,你们跟我混,35,0,151,FALSE
1194,NPC,好。,35,1,152,TRUE
1195,NPC,我支持你。,35,1,152,FALSE
1196,许野,哎呀，,35,1,153,TRUE
1197,许野,以后这家水果店就叫青青水果店。,35,1,153,FALSE
1198,许野,看什么呢？,35,2,153,FALSE
1199,NPC,校花啊，,35,0,153,FALSE
1200,许野,就那样吧，,35,0,153,FALSE
1201,许野,没有我女朋友漂亮，,35,0,153,FALSE
1202,NPC,你还真能装啊。,35,0,153,FALSE
1203,江薇,这个男生挺帅的。,35,1,153,FALSE
1204,NPC,江薇,35,0,153,FALSE
1205,NPC,你不会也看上这个小学弟了吧，,35,0,153,FALSE
1206,江薇,只是觉得这个学弟挺受女生欢迎的。,35,1,154,TRUE
1207,NPC,你要是没看上，,35,0,154,FALSE
1208,NPC,那我可就要追他了。,35,0,154,FALSE
1209,NPC,你好，,35,-1,154,FALSE
1210,NPC,学弟可以加你个微信吗？,35,-1,154,FALSE
1211,NPC,我也是我也是,35,0,154,FALSE
1212,许野,不好意思啊，,35,1,155,TRUE
1213,许野,我已经有女朋友了啊。,35,1,155,FALSE
1214,江美琳,嗯，已有女友,36,-1,155,FALSE
1215,江美琳,难不成？,36,-1,155,FALSE
1216,江美琳,他和青青已经确定关系了？,36,0,155,FALSE
1217,江美琳,小许,36,0,155,FALSE
1218,江美琳,你怎么改昵称了？,36,0,155,FALSE
1219,江美琳,这，小许在学校这么抢手吗？,36,-1,155,FALSE
1220,江美琳,小许，,36,0,155,FALSE
1221,江美琳,你这周要去找青青吗？,36,0,155,FALSE
1222,许野,这周没空哦,36,0,155,FALSE
1223,许野,我要去别的地方啊，,36,0,155,FALSE
1224,许野,我已经和青青说好了。,36,0,155,FALSE
1225,江美琳,许野这么久还没和青青确定关系。,36,0,156,TRUE
1226,江美琳,他这么优秀，,36,1,156,FALSE
1227,江美琳,到时候不会喜欢上别人吧。,36,1,156,FALSE
1228,许野,张信舟，,36,0,156,FALSE
1229,许野,一会儿你去趟广告店，,36,0,156,FALSE
1230,许野,把咱们的水果单价做成易拉宝，,36,0,156,FALSE
1231,许野,我要放在门口做宣传来，我们店里消费一律明码标价。,36,0,156,FALSE
1232,张信舟,没问题，包在我身上。,36,1,156,FALSE
1233,许野,我会建一个微信群，,36,0,157,TRUE
1234,许野,凡是来店里消费的人，,36,0,157,FALSE
1235,许野,你们都要尝试把他拉入进群，,36,0,157,FALSE
1236,许野,就说群里搞活动，,36,0,157,FALSE
1237,许野,我会提前在群里发出宣传。,36,0,157,FALSE
1238,许野,我们要把一部分的顾客培养成自己的私域客户。,36,1,157,FALSE
1239,许野,待会呢我会发一个朋友圈，,36,0,157,FALSE
1240,许野,你们几位都帮忙转发一下，,36,0,157,FALSE
1241,许野,告诉顾客，,36,0,157,FALSE
1242,许野,只要朋友圈集赞来我们店里消费一律打折。,36,0,157,FALSE
1243,许野,十个赞，,36,0,157,FALSE
1244,许野,打九折，,36,0,157,FALSE
1245,许野,二十个赞，,36,0,157,FALSE
1246,许野,打八折，,36,0,157,FALSE
1247,许野,三十个赞打七折。,36,0,157,FALSE
1248,NPC,许野，你以前是不是做生意的，,36,0,158,TRUE
1249,许野,行了各位大家都加把劲儿，,36,0,158,FALSE
1250,许野,我要让魔都金融学院的所有学生都知道，,36,0,158,FALSE
1251,许野,我们小吃街新开了一家青青水果店。,36,0,158,FALSE
1252,许野,随便看随便挑啊。,37,1,159,TRUE
1253,许野,哎同学，来，请进。,37,1,159,FALSE
1254,NPC,班长,37,6,159,FALSE
1255,许野,呀，你们真来了。,37,0,160,TRUE
1256,NPC,班长亲自创业，我们肯定要来支持一下呀。,37,1,160,FALSE
1257,许野,好嘞，,37,1,160,FALSE
1258,许野,赶紧进去吧，快。,37,1,160,FALSE
1259,NPC,哎，,37,-1,160,FALSE
1260,NPC,校，校花儿，江薇学姐真人比照片上漂亮，,37,-1,160,FALSE
1261,许野,江薇学姐加个微信吧，,37,0,160,FALSE
1262,NPC,许野，这是怎么回事啊？,37,0,161,TRUE
1263,NPC,他不是有女朋友吗？,37,-1,161,FALSE
1264,NPC,他可不能做渣男吗？,37,0,161,FALSE
1265,许野,学姐，,37,-1,161,FALSE
1266,许野,我叫许野，,37,-1,161,FALSE
1267,江薇,嗯，,37,4,161,FALSE
1268,许野,你帮我转发一下朋友圈第一条呗，,37,-1,161,FALSE
1269,江薇,凭什么？,37,2,161,FALSE
1270,许野,你帮我转发，,37,0,162,TRUE
1271,许野,我就免费送你两斤苹果怎么样？,37,0,162,FALSE
1272,许野,够意思吧？,37,-1,162,FALSE
1273,江薇,你确定,37,6,163,TRUE
1274,许野,杨飞,37,6,163,FALSE
1275,杨飞,哎,37,3,163,FALSE
1276,许野,拿两斤苹果过来,37,0,163,FALSE
1277,杨飞,来了,37,6,163,FALSE
1278,许野,给，来学姐，送你。,37,-1,164,TRUE
1279,许野,学姐再见。,37,5,164,FALSE
1280,许野,靠,37,3,164,FALSE
1281,NPC,怎么了,37,0,164,FALSE
1282,秦志伟,没什么许野,37,-1,165,TRUE
1283,秦志伟,我发现你变化好大呀，,37,-1,165,FALSE
1284,秦志伟,我怕咱们的差距越来越远。,37,-1,165,FALSE
1285,秦志伟,我怕我跟不上你。,37,1,165,FALSE
1286,许野,哎呦，没事儿。,37,-1,166,TRUE
1287,许野,凭咱俩二十多年的交情，,37,-1,166,FALSE
1288,许野,我以后一定带着你一起发财。,37,-1,166,FALSE
1289,秦志伟,不是许野,37,0,166,FALSE
1290,秦志伟,你是不是糊涂了，,37,0,166,FALSE
1291,秦志伟,咱们今年才十八岁，,37,0,166,FALSE
1292,许野,是啊，咱们今年才十八岁。,37,0,166,FALSE
1293,NPC,快去呀,38,-1,166,FALSE
1294,NPC,你好，,38,-1,166,FALSE
1295,NPC,我们能交个朋友吗？,38,-1,166,FALSE
1296,NPC,告白,38,6,166,FALSE
1297,顾梦瑶,抱歉，,38,0,167,TRUE
1298,顾梦瑶,我目前暂时没有想谈恋爱的想法。,38,0,167,FALSE
1299,顾梦瑶,这大学里面至少有两万人，,38,0,167,FALSE
1300,顾梦瑶,难道两万人里面都没有一个条件比许野好的吗？,38,0,167,FALSE
1301,刘倩,梦瑶，,38,0,168,TRUE
1302,刘倩,你别担心，,38,0,168,FALSE
1303,刘倩,咱们慢慢找嘛。,38,0,168,FALSE
1304,刘倩,你现在可是系花，以后肯定能找到比许野更优秀的男生。,38,0,168,FALSE
1305,顾梦瑶,刘倩，你有知道许野的消息吗？,38,-1,168,FALSE
1306,顾梦瑶,他成绩那么好，,38,0,168,FALSE
1307,顾梦瑶,又去了魔都，一定会发展的很好吧,38,0,168,FALSE
1308,刘倩,那又怎么样？,38,0,169,TRUE
1309,刘倩,他既没有身份，,38,-1,169,FALSE
1310,刘倩,又没有背景，,38,-1,169,FALSE
1311,刘倩,就算去了个好大学,38,-1,169,FALSE
1312,刘倩,以后，也只是个打工的命。,38,-1,169,FALSE
1313,刘倩,梦瑶，大学里面可都是高富帅呀。,38,-1,169,FALSE
1314,顾梦瑶,哎呀，,38,1,169,FALSE
1315,顾梦瑶,可是我就是。,38,1,169,FALSE
1316,刘倩,既然你不死心，,38,1,169,FALSE
1317,刘倩,那我打个电话给秦志伟问问好了。,38,1,169,FALSE
1318,顾梦瑶,嗯嗯，,38,9,169,FALSE
1319,刘倩,喂，,38,0,170,TRUE
1320,刘倩,秦志伟，许野现在过得怎么样？,38,0,170,FALSE
1321,刘倩,他在大学肯定混的不好吧，,38,0,170,FALSE
1322,秦志伟,你神经嘛，,38,-1,171,TRUE
1323,秦志伟,我告诉你啊，,38,-1,171,FALSE
1324,秦志伟,许野好着呢。,38,-1,171,FALSE
1325,秦志伟,他军训的时候，,38,0,171,FALSE
1326,秦志伟,当了连队长，,38,0,171,FALSE
1327,秦志伟,现在又是班长，,38,0,171,FALSE
1328,秦志伟,还在校内开了水果店创业，,38,0,171,FALSE
1329,秦志伟,混的比你好多了。,38,0,171,FALSE
1330,刘倩,他挂我电话。,38,-1,171,FALSE
1331,陈青青,笨猪，,38,0,171,FALSE
1332,陈青青,你今天怎么不找我聊啊？,38,0,171,FALSE
1333,许野,最近都在店里忙着挣钱，,39,0,171,FALSE
1334,陈青青,你很缺钱吗？,39,0,171,FALSE
1335,许野,咱们那边的彩礼很贵，,39,0,171,FALSE
1336,许野,我怕你爸妈到时候找我要很多彩礼，,39,0,171,FALSE
1337,许野,我给不起啊啊，,39,0,171,FALSE
1338,陈青青,你，你又乱说。,39,0,172,TRUE
1339,陈寒松,青青，你怎么不接爸爸电话？,39,0,172,FALSE
1340,陈青青,没空，,39,0,172,FALSE
1341,陈寒松,你在忙什么？,39,0,172,FALSE
1342,陈青青,在和许野聊天。,39,0,172,FALSE
1343,陈寒松,青青,39,-1,173,TRUE
1344,陈寒松,你告诉爸爸这个许野到底哪里好了？,39,-1,173,FALSE
1345,陈寒松,你到底看上他哪一点？,39,0,173,FALSE
1346,陈青青,你不了解他。,39,1,174,TRUE
1347,陈寒松,是我不了解他，可是我现在很少了解他。,39,1,174,FALSE
1348,陈寒松,不行，,39,0,174,FALSE
1349,陈寒松,等这次他放假回来，,39,0,174,FALSE
1350,陈寒松,我一定要找许野好好聊聊，,39,0,174,FALSE
1351,陈寒松,绝不能让他们再这么下去。,39,0,174,FALSE
1352,江钰,我哎青青，,40,0,174,FALSE
1353,江钰,你那个男朋友真是的，,40,0,174,FALSE
1354,江钰,放假了也不来找你啊，,40,0,174,FALSE
1355,沈心怡,就是啊一点都不知道心疼人，,40,-1,174,FALSE
1356,陈青青,他是他们班的班长，,40,0,175,TRUE
1357,陈青青,他最近又在忙创业，,40,0,175,FALSE
1358,陈青青,来回路上要一个多小时。,40,0,175,FALSE
1359,陈青青,所以,40,3,175,FALSE
1360,沈心怡,哎呀，知道了。,40,1,176,TRUE
1361,沈心怡,某人又要开始心疼他喽，,40,-1,176,FALSE
1362,陈青青,才没有呢。,40,1,177,TRUE
1363,章若蔚,哎呀，,40,-1,177,FALSE
1364,章若蔚,青青，,40,-1,177,FALSE
1365,章若蔚,我告诉你，,40,-1,177,FALSE
1366,章若蔚,你千万不能心疼他。,40,-1,177,FALSE
1367,章若蔚,他要是真心疼你的话，,40,-1,177,FALSE
1368,章若蔚,不管多忙，,40,-1,177,FALSE
1369,章若蔚,他都会过来看你。,40,-1,177,FALSE
1370,章若蔚,谈恋爱，就算双向奔赴的，,40,-1,177,FALSE
1371,章若蔚,懂不懂，笨蛋。,40,-1,177,FALSE
1372,章若蔚,你就信我吧。,40,1,177,FALSE
1373,章若蔚,其实男生很好哄的，,40,0,177,FALSE
1374,章若蔚,他今天要是忙了一整天，,40,0,177,FALSE
1375,章若蔚,你就给他发一句，,40,0,177,FALSE
1376,章若蔚,今天累了吧，抱抱你,40,0,177,FALSE
1377,章若蔚,他就会因为你的一句话，,40,0,177,FALSE
1378,章若蔚,开心得一整晚都睡不着的。,40,0,177,FALSE
1379,章若蔚,其实啊，男生都是很幼稚的。,40,-1,177,FALSE
1380,陈青青,真的？,40,-1,177,FALSE
1381,章若蔚,哎呀哎呀，,40,0,177,FALSE
1382,章若蔚,我来教你怎么聊天，,40,0,177,FALSE
1383,陈青青,今天店里还忙吗？,40,0,178,TRUE
1384,陈青青,累不累？,40,-1,178,FALSE
1385,许野,不累,40,6,178,FALSE
1386,章若蔚,可是你都在我的脑海里跑了一整天。,41,-1,179,TRUE
1387,许野,章若蔚,41,0,179,FALSE
1388,许野,你干嘛拿青青手机啊，,41,0,179,FALSE
1389,许野,我告诉你啊，,41,0,179,FALSE
1390,许野,别把我女朋友带坏了。,41,0,179,FALSE
1391,章若蔚,嗯，,41,0,179,FALSE
1392,章若蔚,你怎么知道是我，,41,0,179,FALSE
1393,许野,因为他说不出这么肉麻的情话。,41,-1,180,TRUE
1394,许野,因为他说不出这么肉麻的情话。,41,0,180,FALSE
1395,章若蔚,那你为什么不怀疑沈心怡和江钰？,41,0,180,FALSE
1396,许野,只有你是老司机啊，,41,-1,180,FALSE
1397,章若蔚,真没劲。,41,1,181,TRUE
1398,沈心怡,哎呦，,41,1,181,FALSE
1399,沈心怡,老司机这次也不行了，,41,1,181,FALSE
1400,章若蔚,你说谁是老司机啊，,41,-1,181,FALSE
1401,章若蔚,谁不行了啊，,41,-1,181,FALSE
1402,章若蔚,你再说你就是就谁是老司机，,41,-1,181,FALSE
1403,章若蔚,你再说一句，,41,-1,181,FALSE
1404,章若蔚,谁是老司机？,41,-1,181,FALSE
1405,江钰,别闹，别闹，这是图书馆心怡。,41,-1,181,FALSE
1406,陈青青,你什么时候来找我，,41,0,181,FALSE
1407,许野,怎么，你想我了？,41,-1,181,FALSE
1408,陈青青,才没有呢。,41,1,181,FALSE
1409,许野,别低头看手机了，,41,0,181,FALSE
1410,许野,抬头。,41,0,181,FALSE
1411,陈青青,你怎么来了？,42,0,181,FALSE
1412,许野,因为我想你了，,42,0,181,FALSE
1413,陈青青,你又胡说,42,0,182,TRUE
1414,许野,是我说错了，是我说错了。,42,-1,182,FALSE
1415,许野,我想见你行了吧。,42,1,182,FALSE
1416,陈青青,那你怎么都不提前跟我说一声？,42,0,182,FALSE
1417,许野,这不是想给你个惊喜吗？,42,0,182,FALSE
1418,陈青青,惊吓还差不多，,42,0,182,FALSE
1419,许野,这每一个草莓都是我精心挑选，,42,0,183,TRUE
1420,许野,上面盖了一层保护膜，,42,0,183,FALSE
1421,许野,很干净的。,42,0,183,FALSE
1422,沈心怡,哎呦，,42,-1,183,FALSE
1423,沈心怡,许野，,42,-1,183,FALSE
1424,沈心怡,我也想吃草莓。,42,-1,183,FALSE
1425,章若蔚,我也想吃，,42,0,183,FALSE
1426,江钰,还有我还有我,42,0,183,FALSE
1427,许野,都有份儿，都有份儿啊。,42,1,184,TRUE
1428,沈心怡，章若蔚，江钰,真羡慕啊。,42,2,184,FALSE
1429,许野,青青，青青。,43,0,185,TRUE
1430,陈青青,许野，你不能这样。,43,0,185,FALSE
1431,许野,我怎么样了呀？,43,0,185,FALSE
1432,陈青青,以后你要是来找我的话，,43,0,185,FALSE
1433,陈青青,只能偷偷的过来找我。,43,0,185,FALSE
1434,许野,我又不是贼，,43,-1,185,FALSE
1435,许野,为什么要偷偷来啊，,43,-1,185,FALSE
1436,陈青青,我不管，,43,0,185,FALSE
1437,陈青青,反正你不能这么大张旗鼓的过来，,43,0,185,FALSE
1438,陈青青,我们学校就这么小，,43,0,185,FALSE
1439,陈青青,你这么过来的话，,43,0,185,FALSE
1440,陈青青,所有人都知道你是来找我的了。,43,0,185,FALSE
1441,许野,我不大张旗鼓的过来，,43,0,185,FALSE
1442,许野,你长这么好看，,43,0,185,FALSE
1443,许野,我又不在你身边。,43,0,185,FALSE
1444,许野,万一坏人骚扰你怎么办？,43,-1,185,FALSE
1445,陈青青,我们学校没有坏人，,43,0,186,TRUE
